,RelativeHumidity_ref0_D0,Temperature_ref0_D0,WindDirection_ref0_D0,WindDirection:100_ref0_D0,WindSpeed_ref0_D0,WindSpeed:100_ref0_D0,Wind_MWh
2022-01-23 00:00:00,87.7227783203125,8.103451199001736,274.2367536756728,276.7512215508355,4.076689746644762,4.879537622133891,54.03
2022-01-23 00:30:00,87.81015268961588,8.080769856770832,274.76865683661566,277.0958425733778,3.952399250533846,4.711115592055851,51.955
2022-01-23 01:00:00,87.89752705891927,8.05808851453993,275.3005599975586,277.44046359592016,3.8281087544229297,4.54269356197781,47.289
2022-01-23 01:30:00,88.0897962782118,8.046335856119793,274.19399219089087,276.44631110297314,3.6597118013434944,4.356913553343879,42.366
2022-01-23 02:00:00,88.28206549750433,8.034583197699654,273.0874243842231,275.45215861002606,3.4913148482640586,4.171133544709948,32.916
2022-01-23 02:30:00,88.21611150105794,8.012230767144098,271.6286693149143,273.7109243604872,3.3797646628485785,4.000001745091544,19.906
2022-01-23 03:00:00,88.15015750461154,7.989878336588542,270.16991424560547,271.9696901109484,3.268214477433099,3.828869945473141,11.019
2022-01-23 03:30:00,87.89786105685764,7.964935302734375,267.22787772284613,268.9190567864312,3.198033736811744,3.7004982696639166,11.867
2022-01-23 04:00:00,87.64556460910373,7.939992268880208,264.2858412000868,265.86842346191406,3.127852996190389,3.5721265938546924,8.667
2022-01-23 04:30:00,87.56250381469727,7.900928073459202,259.01959906684027,260.208747016059,3.123416907257504,3.51957267191675,4.167
2022-01-23 05:00:00,87.4794430202908,7.861863878038195,253.75335693359372,254.549070570204,3.118980818324619,3.4670187499788074,6.816
2022-01-23 05:30:00,87.37139977349176,7.8073069254557295,245.765415403578,246.43076684739856,3.103305356370078,3.4202880991829767,7.472
2022-01-23 06:00:00,87.2633565266927,7.752749972873264,237.7774738735623,238.3124631245931,3.0876298944155374,3.373557448387146,2.882
2022-01-23 06:30:00,87.12426588270398,7.695281982421875,230.82704183790415,231.21156120300293,3.2700403928756714,3.560176256630156,5.467
2022-01-23 07:00:00,86.98517523871527,7.637813991970486,223.8766098022461,224.11065928141275,3.4524508913358054,3.7467950648731656,10.273
2022-01-23 07:30:00,87.38028250800238,7.570485432942708,221.2913939158122,221.464471605089,3.7275597254435215,4.0446773800585,14.031
2022-01-23 08:00:00,87.77538977728949,7.50315687391493,218.70617802937824,218.8182839287652,4.002668559551239,4.3425596952438354,21.379
2022-01-23 08:30:00,88.30059390597873,7.41151597764757,217.62545818752716,217.7006261613634,4.267015937301848,4.618697020742628,32.476
2022-01-23 09:00:00,88.82579803466797,7.319875081380208,216.544738345676,216.5829683939616,4.531363315052456,4.894834346241421,42.874
2022-01-23 09:30:00,89.01226552327475,7.22035386827257,215.6382196214464,215.6569457583957,4.844404088126288,5.231080359882778,70.345
2022-01-23 10:00:00,89.19873301188152,7.12083265516493,214.7317008972168,214.73092312282984,5.157444861200121,5.567326373524136,95.541
2022-01-23 10:30:00,89.73453987969293,7.00010511610243,214.85769208272296,214.82814492119684,5.515128155549368,5.951610220803154,121.648
