,RelativeHumidity_ref0_D0,Temperature_ref0_D0,WindDirection_ref0_D0,WindDirection:100_ref0_D0,WindSpeed_ref0_D0,WindSpeed:100_ref0_D0,Wind_MWh
2023-04-09 00:00:00,88.09696621365018,7.033131917317708,113.722010506524,114.1548606024848,4.384522716204326,5.045755015479194,34.961
2023-04-09 00:30:00,87.08804406060113,7.035593668619791,115.56381289164226,115.91405137379964,4.130984054671393,4.726556466685401,28.881
2023-04-09 01:00:00,86.07912190755208,7.038055419921875,117.40561527676051,117.67324214511449,3.8774453931384616,4.407357917891608,14.471
2023-04-09 01:30:00,85.99173397488065,7.075002034505209,118.13394207424588,118.53811327616371,3.709762887822257,4.261882974041833,7.759
2023-04-09 02:00:00,85.9043460422092,7.111948649088542,118.86226887173125,119.402984407213,3.5420803825060525,4.116408030192058,7.496
2023-04-09 02:30:00,86.74751663208008,7.1642405192057295,119.52779695722792,120.608767191569,3.317149221897125,3.953957988156213,8.443
2023-04-09 03:00:00,87.59068722195096,7.216532389322917,120.1933250427246,121.81454997592502,3.092218061288198,3.791507946120368,11.771
2023-04-09 03:30:00,89.18267228868272,7.231330023871529,122.01208051045737,123.86705695258246,2.9754841923713684,3.687088406748242,10.647
2023-04-09 04:00:00,90.77465735541448,7.246127658420139,123.83083597819012,125.91956392923991,2.858750323454539,3.582668867376116,14.379
2023-04-09 04:30:00,91.34948603312174,7.266796535915798,126.6066106160482,128.85380458831787,2.8559995889663696,3.548022588094076,20.291
2023-04-09 05:00:00,91.924314710829,7.287465413411458,129.38238525390625,131.78804524739584,2.8532488544782004,3.513376308812036,33.891
2023-04-09 05:30:00,91.34835391574435,7.290615505642361,132.54752413431805,134.68450779385037,2.910881886879604,3.5480206741227045,40.101
2023-04-09 06:00:00,90.77239312065971,7.293765597873264,135.71266301472983,137.5809703403049,2.968514919281006,3.582665039433373,42.631
2023-04-09 06:30:00,90.2030732896593,7.296925862630209,140.25157737731934,141.8009090423584,2.8993795149856143,3.4826300276650324,37.891
