,RelativeHumidity_ref0_D0,Temperature_ref0_D0,WindDirection_ref0_D0,WindDirection:100_ref0_D0,WindSpeed_ref0_D0,WindSpeed:100_ref0_D0,Wind_MWh
2022-08-07 00:00:00,72.02405463324652,16.560821533203125,218.05735651652017,218.27293311225043,5.401726775699192,6.145508315828112,149.243
2022-08-07 00:30:00,74.28640196058484,16.600060356987846,220.9362913767497,221.288297229343,5.766031285127005,6.632874031861624,174.163
2022-08-07 01:00:00,76.54874928792317,16.639299180772568,223.8152262369792,224.30366134643555,6.130335794554816,7.120239747895135,209.013
2022-08-07 01:30:00,78.00972069634332,16.619630601671005,228.61123169793024,229.25996526082355,6.420717676480612,7.4479468398624,201.143
2022-08-07 02:00:00,79.47069210476346,16.599962022569443,233.4072371588813,234.2162691752116,6.711099558406406,7.775653931829664,159.943
2022-08-07 02:30:00,80.71344375610352,16.582090589735245,242.29262012905545,243.1684862772624,6.384004347854191,7.324578457408482,107.483
2022-08-07 03:00:00,81.95619540744357,16.564219156901043,251.1780030992296,252.12070337931317,6.056909137301975,6.873502982987298,65.173
2022-08-07 03:30:00,81.48557069566515,16.450670030381943,259.33941819932727,260.1456707848443,5.8219764365090265,6.518693678908878,58.303
2022-08-07 04:00:00,81.01494598388672,16.337120903862846,267.5008332994249,268.1706381903754,5.587043735716078,6.163884374830458,60.123
2022-08-07 04:30:00,81.80276658799913,16.175552368164062,270.4836552937826,270.9679925706652,5.668425944116381,6.203183717197842,66.333
2022-08-07 05:00:00,82.59058719211154,16.01398383246528,273.4664772881402,273.76534695095484,5.749808152516683,6.2424830595652265,66.483
2022-08-07 05:30:00,82.89529334174262,15.930555555555555,272.62565443250867,272.9071680704752,5.604286551475525,6.064894523885515,56.953
2022-08-07 06:00:00,83.1999994913737,15.847127278645834,271.7848315768772,272.04898918999567,5.458764950434367,5.887305988205804,44.043
2022-08-07 06:30:00,83.18550279405383,15.848876953125,271.47398630778,271.82712894015845,5.383800705273947,5.8131779829661046,53.923
2022-08-07 07:00:00,83.17100609673395,15.850626627604166,271.16314103868274,271.6052686903212,5.308836460113525,5.739049977726406,66.943
2022-08-07 07:30:00,83.09580273098416,15.895294189453123,270.02247619628906,270.4998919169108,5.328064984745449,5.7677828603320656,78.463
2022-08-07 08:00:00,83.02059936523438,15.939961751302084,268.8818113538954,269.3945151435004,5.347293509377374,5.796515742937724,78.783
2022-08-07 08:30:00,83.38157314724393,15.925052218967014,266.9957898457845,267.5423516167535,5.656614535384708,6.147088600529565,90.483
2022-08-07 09:00:00,83.74254692925348,15.910142686631945,265.1097683376736,265.69018809000653,5.965935561392042,6.497661458121406,111.783
2022-08-07 09:30:00,84.02787526448569,15.915103488498264,264.72001732720264,265.27917183770074,6.068888339731428,6.6248509420288935,114.643
2022-08-07 10:00:00,84.31320359971788,15.920064290364584,264.3302663167317,264.86815558539496,6.171841118070814,6.752040425936381,106.943
2022-08-07 10:30:00,84.271300845676,15.95383029513889,265.5264621310764,266.03238550821936,6.167220234870911,6.756682952245077,106.973
2022-08-07 11:00:00,84.22939809163411,15.987596299913196,266.722657945421,267.1966154310438,6.162599351671007,6.761325478553772,115.363
2022-08-07 11:30:00,83.54030481974283,16.073279486762154,268.34169981214734,268.898563808865,6.02960991859436,6.644836538367802,129.453
2022-08-07 12:00:00,82.85121154785156,16.15896267361111,269.9607416788737,270.6005121866862,5.896620485517714,6.52834759818183,156.873
2022-08-07 12:30:00,81.24112828572592,16.283548990885414,271.6972151862251,272.5199703640408,5.705317835013071,6.3751943707466125,148.963
2022-08-07 13:00:00,79.63104502360027,16.40813530815972,273.4336886935764,274.4394285413954,5.5140151845084295,6.222041143311395,128.333
2022-08-07 13:30:00,79.10489103529189,16.534044053819443,272.07855309380426,273.5824343363444,5.14882833427853,5.936076886124081,99.033
2022-08-07 14:00:00,78.5787370469835,16.659952799479168,270.7234174940321,272.7254401312934,4.783641484048632,5.650112628936768,62.5237
2022-08-07 14:30:00,78.965271419949,16.76678127712674,270.77631759643555,273.79494179619684,4.300227748023139,5.26146865553326,47.2915
2022-08-07 15:00:00,79.35180579291449,16.873609754774307,270.829217698839,274.8644434611003,3.816814011997647,4.872824682129754,27.843
2022-08-07 15:30:00,79.40508143107095,16.938067966037327,270.2622244093153,275.4761831495497,3.456822494665782,4.526614791817135,12.399
2022-08-07 16:00:00,79.45835706922743,17.002526177300346,269.6952311197917,276.08792283799914,3.0968309773339167,4.180404901504517,0.129
2022-08-07 16:30:00,79.64071316189236,17.041827731662327,265.40598551432294,274.39074918958875,2.801116512881385,3.84146245320638,1.532
2022-08-07 17:00:00,79.8230692545573,17.081129286024307,261.1167399088542,272.6935755411784,2.505402048428853,3.502520004908244,10.629
2022-08-07 17:30:00,80.28222317165799,17.11434088812934,250.93698438008627,264.93137868245446,2.371731663743655,3.244240684641732,9.224
2022-08-07 18:00:00,80.74137708875868,17.147552490234375,240.7572288513184,257.16918182373047,2.2380612790584564,2.9859613643752203,4.767
2022-08-07 18:30:00,81.37484147813585,17.165347629123264,240.57829009162052,253.77597130669488,2.4725484003623324,3.290586680173874,5.204
2022-08-07 19:00:00,82.00830586751302,17.183142768012154,240.39935133192276,250.3827607896593,2.7070355216662088,3.5952119959725275,3.358
2022-08-07 19:30:00,82.63632244533963,17.18210686577691,242.62246894836423,252.2837159898546,2.7387896643744574,3.7128481600019674,4.276
2022-08-07 20:00:00,83.26433902316623,17.181070963541668,244.84558656480576,254.18467119004995,2.770543807082706,3.830484324031406,3.457
2022-08-07 20:30:00,83.34267298380533,17.190887451171875,246.78789159986707,257.02664438883465,2.7308844046460257,3.87787750032213,5.548
2022-08-07 21:00:00,83.42100694444444,17.200703938802082,248.7301966349284,259.8686175876194,2.6912250022093454,3.925270676612854,5.687
2022-08-07 21:30:00,83.38134045071072,17.228654649522568,251.8287633260091,262.16962072584363,2.6108867244588003,3.937692907121447,5.193
2022-08-07 22:00:00,83.34167395697699,17.256605360243057,254.92733001708984,264.47062386406793,2.5305484467082557,3.950115137630039,6.273
2022-08-07 22:30:00,83.67869737413194,17.255462646484375,256.7797266642252,266.08643404642737,2.566521528694365,4.02747302585178,7.483
2022-08-07 23:00:00,84.0157207912869,17.254319932725693,258.63212331136066,267.70224422878687,2.6024946106804743,4.104830914073521,4.582
2022-08-07 23:30:00,82.75976816813152,17.46428765190972,270.6189181009928,279.2232348124186,3.298777596818076,4.653399103217655,6.027
2022-08-08 00:00:00,81.50381554497613,17.67425537109375,282.605712890625,290.74422539605035,3.9950605829556793,5.20196729236179,16.883
2022-08-08 00:30:00,82.66460842556424,17.633587307400173,287.4916674296061,293.64353942871094,4.291183322668076,5.4880396591292495,39.923
2022-08-08 01:00:00,83.82540130615234,17.592919243706596,292.3776219685872,296.5428534613715,4.587306062380473,5.7741120258967085,68.863
2022-08-08 01:30:00,85.27263514200845,17.512769911024307,297.13149558173285,300.46491622924805,4.609851251045863,5.691894458399879,68.373
2022-08-08 02:00:00,86.71986897786458,17.432620578342014,301.8853691948785,304.3869789971246,4.632396439711253,5.609676890903049,75.003
2022-08-08 02:30:00,87.33650207519531,17.41325887044271,306.2893901401096,308.93870290120446,4.469880123933157,5.389978408813477,72.933
2022-08-08 03:00:00,87.95313517252605,17.393897162543404,310.6934110853407,313.4904268052843,4.30736380815506,5.170279926723904,71.853
2022-08-08 03:30:00,87.89395311143664,17.380559285481773,315.52678383721246,318.0375450981988,4.19693104426066,5.003505395518409,80.523
2022-08-08 04:00:00,87.83477105034723,17.36722140842014,320.3601565890842,322.5846633911133,4.0864982803662615,4.836730864312914,85.203
