,RelativeHumidity_ref0_D0,Temperature_ref0_D0,WindDirection_ref0_D0,WindDirection:100_ref0_D0,WindSpeed_ref0_D0,WindSpeed:100_ref0_D0,Wind_MWh
2020-09-20 00:00:00,85.21374426947699,15.416670057508677,61.58808390299479,62.08517540825738,10.043626493877834,11.802603880564371,498.142
2020-09-20 00:30:00,85.0122587415907,15.41250949435764,61.203670501708984,61.72697660658095,9.905536426438225,11.648818373680115,478.788
2020-09-20 01:00:00,84.81077321370442,15.4083489312066,60.81925710042318,61.36877780490451,9.767446358998617,11.495032866795858,470.522
2020-09-20 01:30:00,84.35788769192166,15.45121765136719,60.51102659437392,61.11104244656033,9.631037857797411,11.354127910402086,482.183
2020-09-20 02:00:00,83.90500217013889,15.494086371527779,60.202796088324654,60.85330708821615,9.494629356596205,11.213222954008314,459.216
2020-09-20 02:30:00,83.44133970472548,15.476984659830727,58.240177154541016,58.95383750067817,9.474914352099102,11.174553129408094,469.597
2020-09-20 03:00:00,82.97767723931207,15.459882948133677,56.27755822075738,57.05436791314019,9.455199347601997,11.135883304807875,489.341
2020-09-20 03:30:00,82.60796398586697,15.48294406467014,55.451460944281685,56.1507445441352,9.485301203197903,11.19518768787384,494.893
2020-09-20 04:00:00,82.23825073242188,15.5060051812066,54.62536366780599,55.24712117513021,9.51540305879381,11.254492070939806,501.451
2020-09-20 04:30:00,82.40617370605469,15.504270765516495,54.06983608669705,54.67231920030382,9.613861004511516,11.388747612635296,500.662
2020-09-20 05:00:00,82.5740966796875,15.50253634982639,53.514308505588104,54.09751722547743,9.712318950229221,11.523003154330784,495.494
2020-09-20 05:30:00,83.63444646199545,15.373253716362846,54.69950146145291,55.190210554334854,9.792464454968771,11.520838048723009,500.673
2020-09-20 06:00:00,84.69479624430339,15.243971082899305,55.88469441731771,56.282903883192276,9.87260995970832,11.518672943115234,493.948
2020-09-20 06:30:00,83.98383627997504,15.203226725260418,57.43462922837999,58.010776095920136,9.710583514637417,11.303005350960625,476.255
2020-09-20 07:00:00,83.2728763156467,15.162482367621529,58.984564039442276,59.738648308648,9.548557069566515,11.087337758806017,462.122
2020-09-20 07:30:00,82.82253180609808,15.191726684570314,60.67294353908963,61.304597218831375,9.341438876258003,10.803804145918953,428.38
2020-09-20 08:00:00,82.37218729654948,15.2209710015191,62.36132303873698,62.870546129014755,9.13432068294949,10.520270533031887,379.238
2020-09-20 08:30:00,82.01873991224501,15.232620239257814,62.356473710801865,62.92267184787326,8.817333936691284,10.121881736649406,332.162
2020-09-20 09:00:00,81.66529252794054,15.244269476996529,62.35162438286675,62.97479756673177,8.500347190433079,9.723492940266928,293.087
2020-09-20 09:30:00,80.7835816277398,15.34936014811198,62.7135009765625,63.445797814263244,8.209534757667118,9.418944994608562,250.364
2020-09-20 10:00:00,79.90187072753906,15.454450819227434,63.07537757025825,63.91679806179471,7.918722324901157,9.114397048950195,236.201
2020-09-20 10:30:00,79.80195066663954,15.49342007107205,61.350453270806206,62.1610459221734,7.71732884645462,8.886081576347351,223.43
2020-09-20 11:00:00,79.70203060574002,15.532389322916666,59.625528971354164,60.405293782552086,7.515935368008083,8.657766103744507,204.445
2020-09-20 11:30:00,80.02846569485135,15.564268324110245,56.88168207804362,57.65425448947482,7.42921401394738,8.5783963865704,226.154
2020-09-20 12:00:00,80.35490078396268,15.596147325303823,54.13783518473307,54.90321519639757,7.342492659886678,8.499026669396294,234.482
2020-09-20 12:30:00,80.67412270439996,15.614198472764759,54.34254921807183,55.11490927802192,7.318315969573127,8.505314581924015,223.919
2020-09-20 13:00:00,80.99334462483723,15.632249620225695,54.54726325141059,55.32660335964627,7.294139279259576,8.511602494451735,202.037
2020-09-20 13:30:00,81.05167473687067,15.65785386827257,57.202217525906036,57.98438602023654,7.135090801450941,8.341742191049788,177.605
2020-09-20 14:00:00,81.11000484890408,15.683458116319445,59.857171800401474,60.64216868082682,6.976042323642307,8.17188188764784,179.259
