,input_0,input_1,input_2,input_3,input_4,input_5,output
0,76.45534505317728,13.578890578805265,-6.28462922532529,152.1032901428142,19.439953978139528,9.651396220097936,214.47814213358035
1,69.64726729569713,14.05776480284162,131.01781478769556,135.64573151267257,12.693037207857195,13.721053191355356,637.1763782011043
2,82.94113558409072,16.624817994859217,61.94040756948701,183.8451961863202,10.352583832063278,23.05128797952605,104.47386429958595
3,77.02193204071826,16.59897376916497,220.627399610143,131.96337547071062,8.173803566368903,15.391758173673743,403.41521492416183
4,83.90590419613892,12.652964665406843,277.75380622974774,358.1031397635255,18.184332445465284,9.960921727649215,200.34665696530868
5,86.67638453840718,9.22866265946439,336.93349576783726,189.5424858890581,-2.82540927920925,6.551112605929477,43.92967132112753
6,78.98328879349604,16.848805838116114,270.384980734492,154.1557195468603,5.828399825577218,5.513785331267382,445.08930790966355
7,81.84922610645206,10.189400826985963,279.36276970542366,139.93947213907592,5.453805202105612,9.505454251389471,175.48216450492194
8,87.90324517388547,4.810208627362798,209.24190233457924,219.7831753606236,9.434495075724127,11.05326019886382,210.46920668301232
9,75.86191175112286,16.379483777036015,51.21211586720662,196.12091006341942,14.182909697367418,15.587915368938823,653.5373528795055
10,95.27830574823169,1.9085750605421197,314.91943098128456,266.78279943755837,9.547821348817253,13.511279282659977,-115.70964141656799
11,82.62948667247507,6.733609412229322,217.87511488004435,153.49488448635094,6.896819252483002,18.29373183294006,-61.30560701433302
12,73.51628219711536,8.738691543267414,176.49174227337076,206.7771561285417,4.666057040226416,8.673861476425442,157.10265166021136
13,86.5983693573668,16.862828983960483,195.3256620191769,135.23447795905992,5.454716166059885,10.59819624928813,-108.4299894743657
14,84.13375346260322,7.605125563174081,251.23889673714794,135.49316373296983,6.084800746985818,6.378371426288134,60.96869621544164
15,65.09347310679055,8.574702070176235,339.4543722366351,304.97029484114864,18.96081117320636,24.262584442046695,494.38743890329874
16,63.05057946679997,11.295098811990467,540.2576157108967,278.4539676687193,6.158837424396322,-0.7425851047286756,322.6465093855065
17,77.37362878383952,15.170357833422239,155.82782616087948,190.0801804296155,13.879128780323082,7.121708763336166,257.29341448070204
18,76.85735565516386,22.587375407165204,299.8805395089826,267.27500480373226,6.650549133730471,11.584822169498324,270.53681096767696
19,90.1012002939674,12.729672805242148,92.31502997437708,-47.099593607908645,3.697952396303148,-3.0060097443588845,-29.100657770779492
20,74.10699361734139,6.841522983498855,318.1661842183095,299.6006039803664,-0.06903319773447425,6.314121595074203,165.57213513113157
21,82.42187979317684,10.250171842162105,198.57195620373773,120.95666646890264,11.986514915150295,15.336503750311056,418.4119901273365
22,82.15696147666284,5.349881961955985,407.1233327660797,282.8246023252195,9.19249571167524,9.369536871336344,-197.21374456432005
23,86.92454699119075,8.511350368502319,207.2271245282465,174.892477092114,9.950234169369491,7.426587955281301,-183.66579738694162
24,79.54808924014944,6.16273320864421,172.72359651192843,322.05225645504487,6.723216134103999,9.88818674134805,-76.91593105829742
25,74.77282566528996,12.866014404449254,210.7907450037506,127.19074999491048,7.735261418943728,13.98509064725513,-321.33794468852244
26,83.14321207161599,12.199778052118202,145.00931859476864,283.87976689890627,9.223567577750714,7.063685251328769,578.5548748053914
27,65.29870328148914,12.210283079901547,283.3040723632714,121.0215437945245,5.761072599646015,7.866112545276295,621.4527205962091
28,76.24931797570574,8.367457440189355,150.9615509122695,115.86336752209348,12.360194365985933,-1.0662422214366014,63.193914036845456
29,70.30873666425575,16.21947377591072,258.2093113150063,508.6908448301189,6.75955042507206,6.005724258503567,200.38543954132976
30,76.55398842087975,10.917456355162184,289.8815736079754,316.2638250558399,6.709046165973069,5.512734878992312,489.84939688454295
31,81.23922779260636,16.157380503546683,208.70872425400705,177.8169531313456,7.085119919251232,2.49324503905223,73.7747058734229
32,79.22696146817178,13.807913415061346,132.32348692520543,226.98513368059534,8.865934212619651,9.024047089338698,422.19496009007537
33,88.74813108673894,4.93757951216336,119.8585811274052,199.37267223676076,4.129765264031037,12.153094989073793,-137.78857375144145
34,92.03932300067707,9.506491216062905,144.5654120118477,245.67869954390116,7.1599861438767105,19.7640600898838,207.57603867504264
35,89.07155320088015,-3.60365559659164,305.39228397258216,283.9428333299406,1.6939307876978784,12.164871643581193,-26.156057916476698
36,84.8120759076791,9.219465889781805,80.88876116937014,347.10766201495187,14.509688988548966,2.5397076367973375,401.2925625163439
37,87.47991868094827,7.900243301710049,242.81956608656603,372.96014901996153,12.515732403848785,11.341017227816621,40.969240048567514
38,76.58071909563347,11.654104675656312,257.71344413136313,387.6447383901256,7.122591075462647,4.779577447801261,103.79946058652607
39,72.33800027406404,6.323538101396817,345.46322957918994,358.9355133042119,0.4145279817506182,16.51361434454109,241.72565868372638
40,79.88383064725303,14.055646396893813,144.63307294459312,213.54253967352435,2.6527258715045425,2.0686806453222033,171.43457683284538
41,87.5208685228862,9.296036821882382,271.4714958796212,335.23587549999945,5.577043884565168,4.289429288690338,160.08873956470896
42,97.63529988540337,4.548856486723347,200.97534950455042,220.13043871942398,8.32209690467214,8.271856737121814,295.89624846063623
43,91.73886676041884,7.893217043367414,286.5638231180469,157.41702895948504,10.62792961418723,13.710317057166685,5.3738078282488
44,84.18660871414853,15.07035262453104,120.50510090034656,193.16242666306272,11.45500055485967,6.720035445026212,306.73472300677713
45,74.19221125289725,14.019665723649823,202.22571038730317,88.58787061146094,1.4352585755939984,6.2750017588643985,-41.43823535806672
